Grupo de Prioridade;Cenário;Identificador;Grupo de Processo;Unidade de Negócio;Área de Negócio;Frente;Lider do Cenário;Meu Envolvimento;Situação x Planejamento;Qtde. Execuções Concluídas;Status;Gerado em
P2;TES-04 ASTRA TRANSFERÊNCIAS MESMA TITULARIDADE BRADESCO 12.8890-3;ASTRA.FTS.025.V11;Financeiro - Tesouraria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 ASTRA TRANSFERÊNCIAS MESMA TITULARIDADE BRADESCO 40.553-1;ASTRA.FTS.022.V11;Financeiro - Tesouraria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 ASTRA TRANSFERÊNCIAS MESMA TITULARIDADE ITAÚ 19.919-1;ASTRA.FTS.029.V11;Financeiro - Tesouraria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 ASTRA TRANSFERÊNCIAS MESMA TITULARIDADE ITAÚ 46.660-0;ASTRA.FTS.017.V11;Financeiro - Tesouraria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS DIFERENTE TITULARIDADE;BELLO.FTS.106.V11;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE;BELLO.FTS.026.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG ABC;BELLO.FTS.032.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG BB;BELLO.FTS.027.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG BRAD;BELLO.FTS.029.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG DAYCOVAL;BELLO.FTS.033.V11;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG ITAÚ;BELLO.FTS.031.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG SAFRA;BELLO.FTS.028.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG SANT;BELLO.FTS.030.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG SICREDI;BELLO.FTS.035.V11;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 BELLO TRANSFERÊNCIAS MESMA TITULARIDADE ORIG SISPRIME;BELLO.FTS.036.V11;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 CASSILÂNDIA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO BRADESCO;CASSILANDIA.FTS.024.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 CASSILÂNDIA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO DO BRASIL;CASSILANDIA.FTS.021.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 CASSILÂNDIA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO SAFRA;CASSILANDIA.FTS.020.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 CASSILÂNDIA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO SICREDI;CASSILANDIA.FTS.036.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-04 CASSILÂNDIA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO SISPRIME;CASSILANDIA.FTS.031.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO BANRISUL;MAIS_FRANGO.FTS.048.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO BRADESCO;MAIS_FRANGO.FTS.034.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO CEF;MAIS_FRANGO.FTS.041.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO DO BRASIL;MAIS_FRANGO.FTS.045.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO SICREDI;MAIS_FRANGO.FTS.026.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAIS FRANGO TRANSFERÊNCIAS MESMA TITULARIDADE BANCO SISPRIME;MAIS_FRANGO.FTS.030.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-04 MAR E TERRA TRANSFERÊNCIAS MESMA TITULARIDADE BANCO DO BRASIL;MAR_E_TERRA.FTS.031.V11;Financeiro - Tesouraria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-04 TRANSFERÊNCIAS DIFERENTE TITULARIDADE;BELLO.FTS.020.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;TES-05 ASTRA FLUXO DE CAIXA;BELLO.FTS.117.V6;Financeiro - Tesouraria;BELLO ALIMENTOS LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;TES-05 CASSILÂNDIA FLUXO DE CAIXA;CASSILANDIA.FTS.025.V11;Financeiro - Tesouraria;CASSILANDIA AGROAVICOLA LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;TES-05 MAIS FRANGO FLUXO DE CAIXA;MAIS_FRANGO.FTS.029.V11;Financeiro - Tesouraria;MAIS FRANGO MIRAGUAI LTDA;Financeiro;Financeiro;Ricardo Sousa;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;Transformação Peixe Comprado;MAR_E_TERRA.PPE.0127.V5;Planejamento de Produção ao Estoque;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Manufatura;Manufatura;Marco Uliano;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;COM-14-Criar Regras de Alocação;MAIS_FRANGO.CTL.052.V6;Controladoria;MAIS FRANGO MIRAGUAI LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;PLUMA_AGRO.CTL.025.V6;Controladoria;PLUMA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;GPL_TRADING.CTL.018.V6;Controladoria;GPL TRADING IMPORTACAO E EXPORTACAO LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;PLUMA_GEN.CTL.056.V6;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;COPRIMAR.CTL.046.V6;Controladoria;COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;DOURAMIX.CTL.040.V6;Controladoria;RACOES DOURAMIX LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;PLUMA_EMP.CTL.040.V6;Controladoria;PLUMA EMPREENDIMENTOS IMOBILIARIOS;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;BELLO.CTL.042.V6;Controladoria;BELLO ALIMENTOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;COM-14-Criar Regras de Alocação;MAR_E_TERRA.CTL.041.V6;Controladoria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;COM-14-Criar Regras de Alocação;CASSILANDIA.CTL.040.V6;Controladoria;CASSILANDIA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;DF_AVES.CTL.051.V6;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;COM-14-Criar Regras de Alocação;ASTRA.CTL.058.V6;Controladoria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;COM-14-Criar Regras de Alocação;PLUSVAL.CTL.058.V6;Controladoria;PLUSVAL AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;CON-01 -Contabilização dos créditos de CIAP;ASTRA.CTL.046.V6;Controladoria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;COPRIMAR.CTL.038.V6;Controladoria;COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;PLUMA_AGRO.CTL.010.V6;Controladoria;PLUMA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;MAIS_FRANGO.CTL.039.V6;Controladoria;MAIS FRANGO MIRAGUAI LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;MAR_E_TERRA.CTL.050.V6;Controladoria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P3;CON-01 -Contabilização dos créditos de CIAP;BELLO.CTL.045.V6;Controladoria;BELLO ALIMENTOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;PLUSVAL.CTL.040.V6;Controladoria;PLUSVAL AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P2;CON-01 -Contabilização dos créditos de CIAP;CASSILANDIA.CTL.048.V6;Controladoria;CASSILANDIA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;DOURAMIX.CTL.048.V6;Controladoria;RACOES DOURAMIX LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;DF_AVES.CTL.050.V6;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;PLUMA_GEN.CTL.042.V6;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P1;CON-01 -Contabilização dos créditos de CIAP;GPL_TRADING.CTL.016.V6;Controladoria;GPL TRADING IMPORTACAO E EXPORTACAO LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;PLUSVAL.CTL.053.V4;Controladoria;PLUSVAL AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;PLUMA_EMP.CTL.044.V4;Controladoria;PLUMA EMPREENDIMENTOS IMOBILIARIOS;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;DF_AVES.CTL.052.V4;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;ASTRA.CTL.045.V4;Controladoria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;GPL_TRADING.CTL.003.V4;Controladoria;GPL TRADING IMPORTACAO E EXPORTACAO LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;DOURAMIX.CTL.057.V4;Controladoria;RACOES DOURAMIX LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;MAR_E_TERRA.CTL.057.V4;Controladoria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;MAIS_FRANGO.CTL.044.V4;Controladoria;MAIS FRANGO MIRAGUAI LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;CASSILANDIA.CTL.056.V4;Controladoria;CASSILANDIA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;PLUMA_GEN.CTL.052.V4;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;FPM.CTL.049.V4;Controladoria;FPM ADMINISTRACAO E PARTICIPACOES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;BELLO.CTL.036.V4;Controladoria;BELLO ALIMENTOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Copiar Lancamentos Contabeis;COPRIMAR.CTL.041.V4;Controladoria;COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -CRIAR LANCAMENTO CONTABIL - FBDI;PLUMA_AGRO.CTL.011.V4;Controladoria;PLUMA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;DF_AVES.CTL.053.V4;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;BELLO.CTL.043.V4;Controladoria;BELLO ALIMENTOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;CASSILANDIA.CTL.058.V4;Controladoria;CASSILANDIA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;2;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;MAR_E_TERRA.CTL.042.V4;Controladoria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;3;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;GPL_TRADING.CTL.010.V4;Controladoria;GPL TRADING IMPORTACAO E EXPORTACAO LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;ASTRA.CTL.052.V4;Controladoria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;PLUMA_GEN.CTL.053.V4;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;PLUSVAL.CTL.043.V4;Controladoria;PLUSVAL AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;MAIS_FRANGO.CTL.054.V4;Controladoria;MAIS FRANGO MIRAGUAI LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;COPRIMAR.CTL.056.V4;Controladoria;COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - FBDI;DOURAMIX.CTL.035.V4;Controladoria;RACOES DOURAMIX LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -CRIAR LANCAMENTO CONTABIL - INDIVIDUAL;PLUMA_AGRO.CTL.026.V4;Controladoria;PLUMA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;PLUSVAL.CTL.033.V4;Controladoria;PLUSVAL AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;PLUMA_GEN.CTL.043.V4;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;DF_AVES.CTL.047.V4;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;DOURAMIX.CTL.056.V4;Controladoria;RACOES DOURAMIX LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;GPL_TRADING.CTL.001.V4;Controladoria;GPL TRADING IMPORTACAO E EXPORTACAO LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;PLUMA_EMP.CTL.039.V4;Controladoria;PLUMA EMPREENDIMENTOS IMOBILIARIOS;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;ASTRA.CTL.056.V4;Controladoria;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;COPRIMAR.CTL.053.V4;Controladoria;COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;MAR_E_TERRA.CTL.040.V4;Controladoria;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;FPM.CTL.037.V4;Controladoria;FPM ADMINISTRACAO E PARTICIPACOES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;BELLO.CTL.047.V4;Controladoria;BELLO ALIMENTOS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;CASSILANDIA.CTL.033.V4;Controladoria;CASSILANDIA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 -Criar Lancamento Contabil - Individual;MAIS_FRANGO.CTL.036.V4;Controladoria;MAIS FRANGO MIRAGUAI LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 CRIAR LANCAMENTO CONTABIL - INDIVIDUAL;PLUMA_AGRO.CTL.019.V4;Controladoria;PLUMA AGROAVICOLA LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 Criar Lancamento Contabil - Individual;PLUMA_EMP.CTL.033.V4;Controladoria;PLUMA EMPREENDIMENTOS IMOBILIARIOS;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
P9;CON-01 Criar Lancamento Contabil - Individual;PLUMA_GEN.CTL.036.V4;Controladoria;PLUMA GENETICS LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;2;Concluído;2026-05-08 17:44
P9;CON-01 Criar Lancamento Contabil - Individual;DF_AVES.CTL.040.V4;Controladoria;DF AVES LTDA;Controladoria;Controladoria;Walceir Hernandes;Sem Atividade;Ok;1;Concluído;2026-05-08 17:44
